t_s,qin_m3s,qout_m3s,u,L_m,P_Pa,n_in_mols,n_out_mols,L_true_m,P_true_Pa,L_meas_m,P_meas_Pa,L_missing,P_missing,L_est_m,P_est_Pa,n_est_mol,res_L,res_P
49.0,0.004,0.0014612511489333,0.55,1.039941810853362,103950.84246791484,4.0,4.099470216266961,1.039941810853362,103950.84246791484,1.0230597696796966,103890.83333279684,False,False,1.0402319255463055,103966.24985887742,346.9854918882848,-0.018975735005995364,-105.50513870929717
49.5,0.004,0.0014614767083456,0.55,1.0403648980686375,103950.80467405962,4.0,4.099437985218818,1.0403648980686375,103950.80467405962,1.0200116086192383,103976.35499004346,False,False,1.0388670190421878,103941.03570415237,347.0613147610346,-0.020643212042320558,11.946893384956638
50.0,0.004,0.0014617024388155,0.55,1.0407879476621684,103950.76996842482,4.0,4.099408483425574,1.0407879476621684,103950.76996842482,1.037743178885054,104003.34825399448,False,False,1.0392352828050437,103944.78849948145,347.03068129686005,-0.001547129791708901,61.19707841720083
50.5,0.004,0.0014619283138368,0.55,1.0412109596098622,103950.73799024936,4.0,4.099381392102821,1.0412109596098622,103950.73799024936,1.0322116835338762,103791.51488891237,False,False,1.0388120875653133,103925.56674634719,347.0161009015751,-0.007446815295402365,-153.9477279191924
51.0,0.004,0.0014621543100057,0.55,1.041633933891528,103950.70842090518,4.0,4.099356429684539,1.041633933891528,103950.70842090518,1.0432744618486502,103940.91993162858,False,False,1.0396013422807187,103934.1211679955,346.9521659215259,0.004038912746813894,12.419451514055254
51.5,0.004,0.0014623804066582,0.55,1.0420568704904185,103950.68097898232,4.0,4.099333347483853,1.0420568704904185,103950.68097898232,1.0645044367552787,104433.47699758304,False,False,1.042785484901612,104000.81494201724,346.80138869143315,0.02447979630137853,497.4301657125179
52.0,0.004,0.0014626065855506,0.55,1.0424797693928265,103950.65541594698,4.0,4.099311925858634,1.0424797693928265,103950.65541594698,1.0341625375787056,103440.01392269928,False,False,1.0417051160998856,103943.90828867072,346.73825637060673,-0.009045241486153488,-554.9201694318617
52.5,0.004,0.0014628328305767,0.55,1.0429026305877305,103950.63151230528,4.0,4.099291970823826,1.0429026305877305,103950.63151230528,1.0366631947232914,104028.17795416334,False,False,1.0417659989760641,103944.36031107913,346.7326281951947,-0.005464924852316644,83.49945182813099
53.0,0.004,0.001463059127518,0.55,1.0433254540664774,103950.609074214,4.0,4.099273311058177,1.0433254540664774,103950.609074214,1.0453794935271243,103678.52323241976,False,False,1.042116971208912,103929.42654467143,346.6416815407073,0.003190501417388525,-266.55404554406414
53.5,0.004,0.0014632854638228,0.55,1.0437482398225069,103950.58793048657,4.0,4.099255795259618,1.0437482398225069,103950.58793048657,1.0486783727366304,104006.69905532802,False,False,1.0431647797761483,103944.51500174867,346.56919379915314,0.006138278968182531,74.80061125013162
54.0,0.004,0.0014635118284123,0.55,1.0441709878511047,103950.56792994778,4.0,4.099239289809017,1.0441709878511047,103950.56792994778,1.042406927192047,104202.52466251024,False,False,1.0438209076819682,103962.53966270362,346.55237340837203,-0.0011807183936565213,257.3149418985122
54.5,0.004,0.0014637382115075,0.55,1.0445936981491868,103950.54893909764,4.0,4.0992236767058445,1.0445936981491868,103950.54893909764,1.0425343948466546,103933.26588496032,False,False,1.0440606247077073,103957.08908472481,346.5061037477899,-0.0017091257136816473,-27.85267744110024
55.0,0.004,0.0014639646044778,0.55,1.0450163707151072,103950.53084004656,4.0,4.099208851745032,1.0450163707151072,103950.53084004656,1.0520410002663128,104182.42691600107,False,False,1.045425710491932,103981.6309844735,346.4278477806721,0.007557725539276916,226.12128000889788
55.5,0.004,0.0014641909997065,0.55,1.0454390055484897,103950.51352869264,4.0,4.099194722905716,1.0454390055484897,103950.51352869264,1.0506380819188283,103473.56170827738,False,False,1.0456007829644105,103946.80906602148,346.2913135802582,0.00479010768789645,-504.409982275698
56.0,0.004,0.0014644173904723,0.55,1.045861602650077,103950.49691311047,4.0,4.099181208928544,1.045861602650077,103950.49691311047,1.0355248443293403,104282.59364691011,False,False,1.0455610674994185,103959.35042617374,346.3377499134276,-0.010498561079864022,335.366592317936
56.5,0.004,0.0014646437708448,0.55,1.0462841620216032,103950.48091212886,4.0,4.099168238058428,1.0462841620216032,103950.48091212886,1.0454923488354448,103769.5421393344,False,False,1.045695497093329,103943.96871429903,346.2707498150451,-0.0004912097648281932,-188.75457795892726
57.0,0.004,0.0014648701355915,0.55,1.046706683665671,103950.4654540738,4.0,4.099155746934322,1.046706683665671,103950.4654540738,1.047059552152286,104137.18787501151,False,False,1.046449477054687,103959.84091303128,346.23523855920183,0.000941410549348376,192.46761945082108
57.5,0.004,0.0014650964800964,0.55,1.047129167585655,103950.4504756588,4.0,4.099143679608266,1.047129167585655,103950.4504756588,1.0365843213651642,104005.18490445176,False,False,1.0460521601436321,103950.04265278428,346.24917753244085,-0.010287561864655403,46.458329482673435
58.0,0.004,0.001465322800288,0.55,1.0475516137856071,103950.43592100416,4.0,4.099131986679181,1.0475516137856071,103950.43592100416,1.0501500047923509,103174.76726726705,False,False,1.0457785690935757,103897.93950773735,346.10767927679626,0.003675297482918838,-775.3121298897895
58.5,0.004,0.0014655490925754,0.55,1.047974022270178,103950.4217407712,4.0,4.099120624527498,1.047974022270178,103950.4217407712,1.0393944574984126,103723.60250433016,False,False,1.0453845361273637,103883.04718689928,346.1042266650642,-0.0068072444495062,-180.5238748830452
59.0,0.004,0.0014657753537921,0.55,1.048396393044546,103950.40789139755,4.0,4.0991095546393685,1.048396393044546,103950.40789139755,1.0581170601237166,104016.5604017782,False,False,1.0470239307431757,103914.51579871745,346.01697257865817,0.012309195061801725,125.55715138126106
59.5,0.004,0.0014660015811461,0.55,1.0488187261143551,103950.39433442132,4.0,4.099098743009789,1.0488187261143551,103950.39433442132,1.050746185240406,104416.58715889209,False,False,1.048376916859431,103958.75051289547,346.00566180724576,0.0032994121698572965,497.8496827274794
60.0,0.004,0.0014662277721765,0.55,1.0492410214856591,103950.38103588475,4.0,4.099088159615079,1.0492410214856591,103950.38103588475,1.0501340863433497,104036.56152165588,False,False,1.0490160714514654,103965.05857295585,345.95172710871697,0.0013349243116149712,78.80422186471696
60.5,0.004,0.0014664539247144,0.55,1.0496632791648737,103950.36796580738,4.0,4.099077777947441,1.0496632791648737,103950.36796580738,1.0437529956363107,104027.6767297386,False,False,1.0490360886189738,103961.33598633383,345.936993333491,-0.0056851959938548635,64.3535222583887
61.0,0.004,0.0014666800368487,0.55,1.050085499158732,103950.35509772049,4.0,4.099067574603673,1.050085499158732,103950.35509772049,1.048899400919955,103526.54987083166,False,False,1.0488447944370765,103927.78974022374,345.8477842658208,-0.0005588460604728507,-433.4872215401847
61.5,0.004,0.0014669061068959,0.55,1.050507681474249,103950.34240825634,4.0,4.099057528921865,1.050507681474249,103950.34240825634,1.0305302185451788,104379.6864172134,False,False,1.0482512909541912,103941.15938224859,345.96183736387076,-0.018737111941460993,449.2472160717589
62.0,0.004,0.0014671321333737,0.55,1.050929826118687,103950.32987678524,4.0,4.099047622660732,1.050929826118687,103950.32987678524,1.0396157514134563,104492.45297534169,False,False,1.0486168380675236,103971.65191445865,346.0204731236143,-0.009057985033931626,550.2188184953702
62.5,0.004,0.001467358114977,0.55,1.0513519330995242,103950.31748509505,4.0,4.099037839716234,1.0513519330995242,103950.31748509505,1.054980331091412,103958.88999803222,False,False,1.0495333268995473,103975.37863135652,345.9254226396948,0.005941407894131556,-10.255709197896067
63.0,0.004,0.0014675840505576,0.55,1.0517740024244313,103950.30521710803,4.0,4.099028165871539,1.0517740024244313,103950.30521710803,1.03048833200621,103884.37810264202,False,False,1.048176702438633,103943.14184848937,345.9771782498987,-0.019466957995574408,-88.0543984464166
63.5,0.004,0.0014678099391052,0.55,1.052196034101247,103950.29305863124,4.0,4.099018588575992,1.052196034101247,103950.29305863124,1.0606621193160588,103464.57814388831,False,False,1.0490046627385408,103923.21269082106,345.8138186536007,0.012062986012004506,-479.40534073425806
64.0,0.004,0.001468035779732,0.55,1.0526180281379585,103950.28099713549,4.0,4.099009096750075,1.0526180281379585,103950.28099713549,1.035157063384219,104215.27731482244,False,False,1.0485843885513348,103930.69137383215,345.88795822112706,-0.014270170298697815,288.87491103701177
64.5,0.004,0.0014682615716577,0.55,1.053039984542682,103950.2690215607,4.0,4.0989996806132005,1.053039984542682,103950.2690215607,1.0606073695693248,104760.95281926842,False,False,1.051077439319622,104006.90675103903,345.84922320564624,0.011600452822749796,827.9538248049794
65.0,0.004,0.0014684873141971,0.55,1.0534619033236492,103950.25712214374,4.0,4.098990331531471,1.0534619033236492,103950.25712214374,1.045006932994856,104165.3910445797,False,False,1.05116014985412,104004.70038544855,345.83218640894864,-0.006491993402222951,165.11728626920376
65.5,0.004,0.001468713006749,0.55,1.053883784489191,103950.24529026652,4.0,4.09898104188345,1.053883784489191,103950.24529026652,1.0616736953326156,104329.35634571248,False,False,1.0528768321938469,104034.44134960123,345.7296942858208,0.01009204215685,331.0325366340112
66.0,0.004,0.0014689386487862,0.55,1.0543056280477268,103950.23351832182,4.0,4.098971804941546,1.0543056280477268,103950.23351832182,1.0556151401235747,104112.85970643428,False,False,1.0536114361254219,104033.81029229813,345.6414206100304,0.002317276019776271,88.25964864681009
66.5,0.004,0.0014691642398473,0.55,1.0547274340077522,103950.2217995948,4.0,4.098962614767262,1.0547274340077522,103950.2217995948,1.0393590846048373,103654.71703362415,False,False,1.0522951786815935,103979.61508101645,345.61569268682075,-0.014673324701292234,-369.32034420275886
67.0,0.004,0.0014693897795281,0.55,1.0551492023778308,103950.21012815836,4.0,4.098953466118716,1.0551492023778308,103950.21012815836,1.0676406898734154,104351.21191746432,False,False,1.0544819193013641,104021.25162378573,345.49759152645,0.01492384050282225,375.0504555551306
67.5,0.004,0.0014696152674756,0.55,1.0555709331665848,103950.19849878098,4.0,4.098944354369013,1.0555709331665848,103950.19849878098,1.0699880047218109,103579.82602894006,False,False,1.05562351666898,103998.89364089642,345.2894553562132,0.015085055587504614,-433.10487912475946
68.0,0.004,0.001469840703382,0.55,1.0559926263826878,103950.18690684502,4.0,4.098935275434134,1.0559926263826878,103950.18690684502,1.0553345773226857,103886.9874351461,False,False,1.0558449753251185,103984.53208853389,345.2158061367763,-0.0007101064646251043,-106.1834347358672
68.5,0.004,0.0014700660869787,0.55,1.056414282034858,103950.17534827472,4.0,4.098926225709376,1.056414282034858,103950.17534827472,1.0536751193131346,104033.83087177548,False,False,1.0561148743503803,103981.35108748006,345.17359966402694,-0.002591157026655022,53.34365787846036
69.0,0.004,0.0014702914180325,0.55,1.0568359001318524,103950.16381947276,4.0,4.098917202013012,1.0568359001318524,103950.16381947276,1.055237230472146,104215.03671770576,False,False,1.0567358957047208,103993.56700293098,345.1413273214075,-0.0012989548506290305,237.35918634655536
69.5,0.004,0.001470516696341,0.55,1.0572574806824622,103950.15231726412,4.0,4.098908201536811,1.0572574806824622,103950.15231726412,1.0475059574546748,104074.9480168934,False,False,1.0564462981897695,103983.44085376826,345.1416762224201,-0.009651063134126225,86.48704896378331
70.0,0.004,0.0014707419217291,0.55,1.0576790236955074,103950.14083884646,4.0,4.09889922180216,1.0576790236955074,103950.14083884646,1.0686648912930763,104066.19118909648,False,False,1.057988132248978,103999.78036206604,345.0150966014005,0.01179733406731498,86.67014371292316
70.5,0.004,0.0014709670940456,0.55,1.058100529179833,103950.12938174648,4.0,4.098890260621448,1.058100529179833,103950.12938174648,1.0526716098625313,103721.68296121784,False,False,1.0575627298732788,103967.18602878318,344.9568382862751,-0.005737469222081959,-272.2589819630957
71.0,0.004,0.0014711922131609,0.55,1.0585219971443065,103950.11794378128,4.0,4.098881316063865,1.0585219971443065,103950.11794378128,1.0580100930173897,103563.30651959314,False,False,1.05746065753892,103935.72698188106,344.86442190673705,2.6029780266334512e-05,-401.86203442385886
71.5,0.004,0.0014714172789637,0.55,1.0589434275978122,103950.10652302424,4.0,4.098872386425346,1.0589434275978122,103950.10652302424,1.0510104635657818,103968.5507235032,False,False,1.0573363106112756,103931.61939515201,344.8653655432284,-0.0068718734055457364,31.132835164724384
72.0,0.004,0.0014716422913597,0.55,1.0593648205492523,103950.09511777513,4.0,4.0988634702018585,1.0593648205492523,103950.09511777513,1.0531040895520505,103737.03668460224,False,False,1.0571037997985597,103913.94623716819,344.8339670239569,-0.004653955638085128,-196.75971009914065
72.5,0.004,0.0014718672502688,0.55,1.0597861760075409,103950.08372653316,4.0,4.098854566066088,1.0597861760075409,103950.08372653316,1.0470089244910292,103557.7480381124,False,False,1.056157519986668,103879.57716871792,344.83075844407193,-0.010516820232509883,-360.470033519523
73.0,0.004,0.001472092155624,0.55,1.0602074939816035,103950.07234797395,4.0,4.098845672846473,1.0602074939816035,103950.07234797395,1.0727781871187474,103570.28840652337,False,False,1.0575497099430253,103883.80261122908,344.68170231570906,0.01619826833982141,-317.6541794392833
73.5,0.004,0.0014723170073695,0.55,1.0606287744803753,103950.0609809286,4.0,4.098836789509105,1.0606287744803753,103950.0609809286,1.0590878987483152,103803.02243867668,False,False,1.0579518255219373,103886.52034686742,344.6436141666685,0.0011159601708623512,-88.64034974870447
74.0,0.004,0.0014725418054596,0.55,1.0610500175127986,103950.04962436543,4.0,4.098827915141487,1.0610500175127986,103950.04962436543,1.0707092337000867,103394.27596631325,False,False,1.0587769333427743,103872.15631238202,344.49931831406695,0.012335244750153684,-499.77986116289685
74.5,0.004,0.0014727665498576,0.55,1.0614712230878225,103950.03827737404,4.0,4.098819048938228,1.0614712230878225,103950.03827737404,1.0616044690569548,103545.79766652072,False,False,1.0589678501109352,103859.83240684337,344.43608618439134,0.00240529189913552,-335.61113654563087
75.0,0.004,0.0014729912405343,0.55,1.0618923912143998,103950.02693915083,4.0,4.098810190188596,1.0618923912143998,103950.02693915083,1.054948355937371,103459.48586043008,False,False,1.058475977029804,103835.52557668946,344.41306785418595,-0.004441853310575894,-411.0765550280048
75.5,0.004,0.0014732158774675,0.55,1.0623135219014883,103950.0156089866,4.0,4.098801338265302,1.0623135219014883,103950.0156089866,1.059046669301466,104004.6934481211,False,False,1.0591133193198825,103860.62169861076,344.4216671434487,0.0001480276051479823,155.51387594080006
76.0,0.004,0.0014734404606411,0.55,1.0627346151580483,103950.00428625544,4.0,4.098792492614658,1.0627346151580483,103950.00428625544,1.0571323046530194,104072.39955511098,False,False,1.059591736653431,103883.02700640394,344.4399255372169,-0.002403352283828486,201.142518324501
76.5,0.004,0.0014736649900444,0.55,1.063155670993041,103949.99297040484,4.0,4.098783652748081,1.063155670993041,103949.99297040484,1.0632352619848902,104552.13525935968,False,False,1.0611493565094714,103942.75467877906,344.45539692902184,0.0032214712195666184,661.1563870172686
77.0,0.004,0.0014738894656712,0.55,1.063576689415429,103949.98166094723,4.0,4.098774818234222,1.063576689415429,103949.98166094723,1.0598240210186596,103500.72272117752,False,False,1.060843647712266,103909.29795185456,344.38034467872586,-0.0017466102533838512,-442.8820324840199
77.5,0.004,0.0014741138875196,0.55,1.0639976704341758,103949.9703574522,4.0,4.098765988692485,1.0639976704341758,103949.9703574522,1.0609984532747578,103746.0912697793,False,False,1.0610234957260938,103901.56585922696,344.3336474818859,-0.00026685479156984826,-168.02483632370422
78.0,0.004,0.0014743382555915,0.55,1.064418614058244,103949.95905953983,4.0,4.098757163786856,1.064418614058244,103949.95905953983,1.0506328672168848,104223.74247633669,False,False,1.0609335567507527,103917.66933490252,344.39755397847375,-0.010812355668774698,316.4381894416438
78.5,0.004,0.0014745625698918,0.55,1.0648395202965952,103949.9477668748,4.0,4.098748343220761,1.0648395202965952,103949.9477668748,1.056771061020384,103884.9156253781,False,False,1.0609156841382175,103913.44884250869,344.3856608959169,-0.004584058348166886,-36.576648493050016
79.0,0.004,0.0014747868304282,0.55,1.0652603891581904,103949.93647916104,4.0,4.098739526732411,1.0652603891581904,103949.93647916104,1.0818009646461948,103851.8370975487,False,False,1.0630000939962507,103936.98834798942,344.21937959506295,0.020463671073787326,-65.93618923352915
79.5,0.004,0.0014750110372113,0.55,1.0656812206519886,103949.92519613724,4.0,4.098730714090726,1.0656812206519886,103949.92519613724,1.0589688884894717,104462.67610713912,False,False,1.063725080226412,103971.58335650967,344.24895422502897,-0.004452376857591922,524.1605505814368
80.0,0.004,0.0014752351902534,0.55,1.0661020147869462,103949.91391757267,4.0,4.098721905091684,1.0661020147869462,103949.91391757267,1.055561076910711,103848.39206971646,False,False,1.0632546279741264,103950.0956784968,344.2329531574817,-0.008584740353673181,-120.63248267375457
80.5,0.004,0.0014754592895692,0.55,1.066522771572018,103949.9026432636,4.0,4.098713099555166,1.066522771572018,103949.9026432636,1.0698960348977684,103603.0441824634,False,False,1.0637536526211413,103931.97936429158,344.1144772194371,0.0062203984194646456,-347.0277410038834
